topic	req_id	source	source_ref	subcategory	feature	mctash_default	mctash_posix	tests	notes
subcategory:shopt-option-surface	C11.SHOPT.NOCASEGLOB	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	nocaseglob	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.NOCASEMATCH	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	nocasematch	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.NO_EMPTY_CMD_COMPLETION	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	no_empty_cmd_completion	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.NULLGLOB	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	nullglob	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.PROGCOMP	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	progcomp	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.PROGCOMP_ALIAS	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	progcomp_alias	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.RESTRICTED_SHELL	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	restricted_shell	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.SHIFT_VERBOSE	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	shift_verbose	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.SOURCEPATH	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	sourcepath	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:shopt-option-surface	C11.SHOPT.XPG_ECHO	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	xpg_echo	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:state-model	C10.STATE.03	bash-man	bash(1) section PARAMETERS + Shell Variables	state-model	array/indexed/assoc state model	covered	covered	bash-man-variables-surface.sh,man-bash-posix-14-env-exec-flow.sh,bash-builtin-declare-typeset-local.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:state-model	C10.STATE.06	bash-man	bash(1) section PARAMETERS + Shell Variables	state-model	special variable side effects (RANDOM, LINENO, SECONDS, REPLY)	covered	covered	bash-man-variables-surface.sh,man-bash-posix-14-env-exec-flow.sh,bash-builtin-declare-typeset-local.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:variables.special-parameters	C6.SPARAM.01	bash-man	bash(1) section PARAMETERS	variables.special-parameters	$*	covered	covered	bash-compat-param-positional-extended.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:variables.special-parameters	C6.SPARAM.02	bash-man	bash(1) section PARAMETERS	variables.special-parameters	$@	covered	covered	bash-compat-param-positional-extended.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:variables.special-parameters	C6.SPARAM.03	bash-man	bash(1) section PARAMETERS	variables.special-parameters	$#	covered	covered	bash-compat-param-positional-extended.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:variables.special-parameters	C6.SPARAM.04	bash-man	bash(1) section PARAMETERS	variables.special-parameters	$?	covered	covered	bash-compat-param-positional-extended.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:variables.special-parameters	C6.SPARAM.05	bash-man	bash(1) section PARAMETERS	variables.special-parameters	$-	covered	covered	bash-compat-param-positional-extended.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:variables.special-parameters	C6.SPARAM.06	bash-man	bash(1) section PARAMETERS	variables.special-parameters	$$	covered	covered	bash-compat-param-positional-extended.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:variables.special-parameters	C6.SPARAM.07	bash-man	bash(1) section PARAMETERS	variables.special-parameters	$!	covered	covered	bash-compat-param-positional-extended.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:variables.special-parameters	C6.SPARAM.08	bash-man	bash(1) section PARAMETERS	variables.special-parameters	$0	covered	covered	bash-compat-param-positional-extended.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
subcategory:variables.special-parameters	C6.SPARAM.09	bash-man	bash(1) section PARAMETERS	variables.special-parameters	$1..$N	covered	covered	bash-compat-param-positional-extended.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:arithmetic	BCOMPAT.51.002	bash-compat-doc	bash/COMPAT level 51 item 2	compat-delta	arithmetic commands ( ((...)) ) and the expressions in an arithmetic for statement can be expanded more than once	partial	partial	bash-compat-doc-51-002.sh	Scaffold comparator case mapped and executable; strict row-level assertions pending. Source: bash/COMPAT compat51 (set using BASH_COMPAT) item 2; compatibility deltas are cumulative.
syntax:arithmetic	BCOMPAT.51.007	bash-compat-doc	bash/COMPAT level 51 item 7	compat-delta	arithmetic expressions used as indexed array subscripts can be expanded more than once;	partial	partial	bash-compat-doc-51-007.sh	Scaffold comparator case mapped and executable; strict row-level assertions pending. Source: bash/COMPAT compat51 (set using BASH_COMPAT) item 7; compatibility deltas are cumulative.
syntax:arithmetic	C2.GRAM.017	bash-man	bash(1) section SHELL GRAMMAR	grammar.core	arithmetic for (( expr1 ; expr2 ; expr3 ))	covered	covered	bash-man-grammar-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:command-substitution	BCOMPAT.51.006	bash-compat-doc	bash/COMPAT level 51 item 6	compat-delta	the expressions in the $(( ... )) word expansion can be expanded more than once	partial	partial	bash-compat-doc-51-006.sh	Scaffold comparator case mapped and executable; strict row-level assertions pending. Source: bash/COMPAT compat51 (set using BASH_COMPAT) item 6; compatibility deltas are cumulative.
syntax:command-substitution	C3.EXP.023	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	arithmetic expansion $((expr))	covered	covered	bash-man-expansion-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:parameter-expansion	BCOMPAT.41.002	bash-compat-doc	bash/COMPAT level 41 item 2	compat-delta	in posix mode, the parser requires that an even number of single quotes occur in the `word' portion of a double-quoted ${...} parameter expansion and treats them specially, so that characters within the single quotes are considered quoted (this is POSIX interpretation 221)	partial	partial	bash-compat-doc-41-002.sh	Scaffold comparator case mapped and executable; strict row-level assertions pending. Source: bash/COMPAT compat41 item 2; compatibility deltas are cumulative.
syntax:parameter-expansion	BCOMPAT.42.002	bash-compat-doc	bash/COMPAT level 42 item 2	compat-delta	in posix mode, single quotes are considered special when expanding the `word' portion of a double-quoted ${...} parameter expansion and can be used to quote a closing brace or other special character (this is part of POSIX interpretation 221); in later versions, single quotes are not special within double-quoted word expansions	partial	partial	bash-compat-doc-42-002.sh	Scaffold comparator case mapped and executable; strict row-level assertions pending. Source: bash/COMPAT compat42 item 2; compatibility deltas are cumulative.
syntax:parameter-expansion	BPOSIX.CORE.008	bash-posix-doc	bash/POSIX 6.11.2 item 8	parse-grammar	When parsing and expanding a ${...} expansion that appears within double quotes, single quotes are no longer special and cannot be used to quote a closing brace or other special character, unless the operator is one of those defined to perform pattern removal. In this case, they do not have to appear as matched pairs.	covered	covered	bash-posix-doc-008.sh	Row-level comparator evidence passes in tests/diff/cases/bash-posix-doc-001-010.sh; Source: bash/POSIX 6.11.2 item 8.
syntax:parameter-expansion	C3.EXP.003	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	parameter expansion $name ${name}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.005	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	positional parameters $1..${N}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.006	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	parameter default operators ${v-word} ${v:-word}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.007	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	parameter assign operators ${v=word} ${v:=word}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.008	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	parameter error operators ${v?word} ${v:?word}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.009	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	parameter alternate operators ${v+word} ${v:+word}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.010	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	substring expansion ${v:offset} ${v:offset:length}	covered	covered	bash-man-expansion-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:parameter-expansion	C3.EXP.011	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	length expansion ${#v}	covered	covered	bash-man-expansion-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:parameter-expansion	C3.EXP.012	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	prefix trim ${v#pat} ${v##pat}	covered	covered	bash-man-expansion-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:parameter-expansion	C3.EXP.013	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	suffix trim ${v%pat} ${v%%pat}	covered	covered	bash-man-expansion-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:parameter-expansion	C3.EXP.014	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	replacement ${v/pat/repl} ${v//pat/repl}	covered	covered	bash-man-expansion-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:parameter-expansion	C3.EXP.015	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	case modification ${v^} ${v^^} ${v,} ${v,,}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.016	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	transformation operator ${v@op} (scalar/positional/array variants)	covered	covered	bash-man-param-transform-ops.sh,bash-man-param-transform-ops-variants.sh,bash-man-param-transform-prompt.sh,bash-man-param-transform-prompt-escapes.sh	`${v@Q,P,A,a,E,U,u,L}` scalar/positional/array lanes and prompt-transform escape coverage now execute with bash-parity evidence.
syntax:parameter-expansion	C3.EXP.017	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	indirection ${!name}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.018	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	name expansion ${!prefix*} ${!prefix@}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.019	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	array subscript expansion ${a[i]} ${a[@]} ${a[*]}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:parameter-expansion	C3.EXP.020	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	array slicing ${a[@]:o:l}	covered	covered	man-ash-var-ops-matrix.sh,bash-compat-param-array-hash-extended.sh	Expansion rows validated by man-ash-var-ops-matrix.sh, bash-compat-param-array-hash-extended.sh, and bash-man-expansion-process-subst.sh; comparator evidence runs pass in default and --posix lanes.
syntax:quoting	BCOMPAT.42.001	bash-compat-doc	bash/COMPAT level 42 item 1	compat-delta	the replacement string in double-quoted pattern substitution is not run through quote removal, as it is in versions after bash-4.2	partial	partial	bash-compat-doc-42-001.sh	Scaffold comparator case mapped and executable; strict row-level assertions pending. Source: bash/COMPAT compat42 item 1; compatibility deltas are cumulative.
syntax:quoting	BPOSIX.CORE.014	bash-posix-doc	bash/POSIX 6.11.2 item 14	expansion-redir	Expanding the ‘*’ special parameter in a pattern context where the expansion is double-quoted does not treat the ‘$*’ as if it were double-quoted.	covered	covered	bash-posix-doc-014.sh	Comparator parity: PS1/PS2 parameter expansions apply in POSIX lane.
syntax:quoting	C11.SHOPT.COMPLETE_FULLQUOTE	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	complete_fullquote	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:quoting	C11.SHOPT.EXTQUOTE	bash-man	bash(1) section SHELL BUILTIN COMMANDS (shopt)	shopt-option-surface	extquote	covered	covered	bash-man-shopt-surface.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:quoting	C3.EXP.027	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	quote removal	covered	covered	bash-man-expansion-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:quoting	C3.EXP.028	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	ANSI-C quoting $'...'	covered	covered	bash-man-expansion-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:quoting	C3.EXP.029	bash-man	bash(1) section QUOTING + PARAMETERS + EXPANSION	expansion	"locale translation quoting $""..."""	covered	covered	bash-man-expansion-brace-locale.sh	"locale $""..."" parsing/execution path implemented (identity translation under C locale); mapped evidence run passes."
syntax:redirection	BPOSIX.CORE.009	bash-posix-doc	bash/POSIX 6.11.2 item 9	expansion-redir	Redirection operators do not perform filename expansion on the word in a redirection unless the shell is interactive.	covered	covered	bash-posix-doc-009.sh	Row-level comparator evidence passes in tests/diff/cases/bash-posix-doc-001-010.sh; Source: bash/POSIX 6.11.2 item 9.
syntax:redirection	BPOSIX.CORE.010	bash-posix-doc	bash/POSIX 6.11.2 item 10	expansion-redir	Redirection operators do not perform word splitting on the word in a redirection.	covered	covered	bash-posix-doc-010.sh	Row-level comparator evidence passes in tests/diff/cases/bash-posix-doc-001-010.sh; Source: bash/POSIX 6.11.2 item 10.
syntax:redirection	C2.GRAM.028	bash-man	bash(1) section SHELL GRAMMAR	grammar.core	here-doc grammar attachment and queueing	covered	covered	bash-man-grammar-core.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.001	bash-man	bash(1) section REDIRECTION	redirection	[n]<word input redirection	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.002	bash-man	bash(1) section REDIRECTION	redirection	[n]>word output redirection	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.003	bash-man	bash(1) section REDIRECTION	redirection	[n]>>word append redirection	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.010	bash-man	bash(1) section REDIRECTION	redirection	here-document <<word	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.011	bash-man	bash(1) section REDIRECTION	redirection	here-document with tab-strip <<-word	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.012	bash-man	bash(1) section REDIRECTION	redirection	here-string <<<word	covered	covered	bash-man-redir-here-string.sh	here-string parser/runtime path implemented; mapped evidence run passes.
syntax:redirection	C4.REDIR.016	bash-man	bash(1) section REDIRECTION	redirection	named-fd redirection {varname}<word and family	covered	covered	bash-man-redir-bash-ext.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.017	bash-man	bash(1) section REDIRECTION	redirection	/dev/fd/N pseudo-path redirection	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.019	bash-man	bash(1) section REDIRECTION	redirection	/dev/tcp/host/port redirection	covered	covered	bash-man-redir-bash-ext.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.020	bash-man	bash(1) section REDIRECTION	redirection	/dev/udp/host/port redirection	covered	covered	bash-man-redir-bash-ext.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
syntax:redirection	C4.REDIR.021	bash-man	bash(1) section REDIRECTION	redirection	redirection ordering left-to-right	covered	covered	man-ash-redir-heredoc-matrix.sh	Row-level evidence mapping assigned from requirement->case rules. Evidence run: mapped tests all pass.
var:BASH	C6.VAR.BASH.BASH	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASHOPTS	C6.VAR.BASH.BASHOPTS	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASHOPTS	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASHPID	C6.VAR.BASH.BASHPID	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASHPID	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_ARGC	C6.VAR.BASH.BASH_ARGC	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_ARGC	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_ARGV	C6.VAR.BASH.BASH_ARGV	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_ARGV	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_ARGV0	C6.VAR.BASH.BASH_ARGV0	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_ARGV0	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_CMDS	C6.VAR.BASH.BASH_CMDS	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_CMDS	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_COMMAND	C6.VAR.BASH.BASH_COMMAND	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_COMMAND	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_COMPAT	C6.VAR.BASH.BASH_COMPAT	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_COMPAT	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_ENV	C6.VAR.BASH.BASH_ENV	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_ENV	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_LINENO	C6.VAR.BASH.BASH_LINENO	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_LINENO	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_LOADABLES_PATH	C6.VAR.BASH.BASH_LOADABLES_PATH	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_LOADABLES_PATH	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_REMATCH	C6.VAR.BASH.BASH_REMATCH	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_REMATCH	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_SOURCE	C6.VAR.BASH.BASH_SOURCE	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_SOURCE	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_SUBSHELL	C6.VAR.BASH.BASH_SUBSHELL	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_SUBSHELL	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_VERSINFO	C6.VAR.BASH.BASH_VERSINFO	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_VERSINFO	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_VERSION	C6.VAR.BASH.BASH_VERSION	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_VERSION	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:BASH_XTRACEFD	C6.VAR.BASH.BASH_XTRACEFD	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	BASH_XTRACEFD	covered	covered	bash-man-variables-surface.sh,bash-man-bash_xtracefd.sh	Trace stream routing to configured FD is parity-covered by dedicated differential evidence.
var:COMPREPLY	C6.VAR.BASH.COMPREPLY	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	COMPREPLY	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:COMP_CWORD	C6.VAR.BASH.COMP_CWORD	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	COMP_CWORD	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:COMP_KEY	C6.VAR.BASH.COMP_KEY	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	COMP_KEY	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:COMP_LINE	C6.VAR.BASH.COMP_LINE	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	COMP_LINE	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:COMP_POINT	C6.VAR.BASH.COMP_POINT	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	COMP_POINT	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:COMP_TYPE	C6.VAR.BASH.COMP_TYPE	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	COMP_TYPE	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:COMP_WORDBREAKS	C6.VAR.BASH.COMP_WORDBREAKS	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	COMP_WORDBREAKS	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:COMP_WORDS	C6.VAR.BASH.COMP_WORDS	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	COMP_WORDS	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:COPROC	C6.VAR.BASH.COPROC	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	COPROC	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:DIRSTACK	C6.VAR.BASH.DIRSTACK	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	DIRSTACK	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:ENV	C6.VAR.CORE.ENV	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	ENV	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
